,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,poutcome,deposit
513,35,entrepreneur,single,tertiary,no,145,yes,no,18,jul,799,2,-1,unknown,yes
516,56,retired,divorced,tertiary,no,158,no,yes,21,jul,854,1,-1,unknown,yes
517,47,technician,married,secondary,no,1981,yes,no,21,jul,919,2,-1,unknown,yes
518,39,management,married,tertiary,no,1423,yes,no,21,jul,733,3,-1,unknown,yes
519,51,management,married,tertiary,no,2455,yes,no,21,jul,553,1,-1,unknown,yes
520,54,technician,divorced,secondary,no,859,no,yes,21,jul,710,1,-1,unknown,yes
525,26,blue-collar,single,primary,no,409,yes,no,21,jul,577,2,-1,unknown,yes
527,26,technician,single,secondary,no,223,no,yes,21,jul,1002,3,-1,unknown,yes
533,36,management,divorced,tertiary,no,81,no,yes,22,jul,560,1,-1,unknown,yes
535,35,technician,married,tertiary,no,328,yes,no,22,jul,654,2,-1,unknown,yes
538,28,blue-collar,married,secondary,no,751,yes,no,22,jul,598,5,-1,unknown,yes
540,39,blue-collar,single,secondary,no,0,no,no,22,jul,864,4,-1,unknown,yes
543,25,management,married,secondary,no,2228,yes,no,23,jul,754,1,-1,unknown,yes
544,46,management,divorced,tertiary,no,2166,yes,no,23,jul,870,1,-1,unknown,yes
545,25,blue-collar,single,secondary,no,-247,yes,no,23,jul,633,1,-1,unknown,yes
546,28,technician,single,tertiary,no,-123,no,yes,23,jul,690,1,-1,unknown,yes
547,33,services,divorced,secondary,no,44,no,yes,23,jul,529,1,-1,unknown,yes
550,47,technician,single,secondary,no,1101,yes,no,23,jul,957,3,-1,unknown,yes
552,27,technician,married,secondary,no,-392,yes,no,23,jul,228,2,-1,unknown,yes
553,45,admin.,married,secondary,no,524,yes,no,23,jul,808,1,-1,unknown,yes
554,51,admin.,single,secondary,no,895,no,no,23,jul,638,2,-1,unknown,yes
558,59,technician,married,secondary,no,135,yes,yes,23,jul,416,4,-1,unknown,yes
559,38,entrepreneur,married,tertiary,no,0,no,no,23,jul,532,2,-1,unknown,yes
560,40,services,married,secondary,no,471,yes,no,24,jul,430,4,-1,unknown,yes
561,51,blue-collar,married,primary,no,603,yes,no,24,jul,853,2,-1,unknown,yes
565,28,admin.,single,secondary,no,2,yes,no,24,jul,454,1,-1,unknown,yes
566,41,blue-collar,married,secondary,yes,720,no,yes,24,jul,651,1,-1,unknown,yes
568,25,student,single,secondary,no,1747,yes,no,24,jul,903,1,-1,unknown,yes
570,31,blue-collar,married,primary,no,33,yes,no,24,jul,901,2,-1,unknown,yes
571,28,services,single,secondary,no,340,yes,no,24,jul,821,2,-1,unknown,yes
572,49,technician,divorced,secondary,no,305,no,no,24,jul,367,2,-1,unknown,yes
577,27,technician,single,tertiary,no,372,yes,yes,25,jul,728,2,-1,unknown,yes
578,49,blue-collar,single,primary,no,566,yes,no,25,jul,979,2,-1,unknown,yes
579,53,blue-collar,married,primary,no,343,yes,no,25,jul,616,5,-1,unknown,yes
580,26,technician,single,secondary,no,941,no,yes,25,jul,784,1,-1,unknown,yes
581,37,services,married,secondary,no,775,no,yes,25,jul,1000,1,-1,unknown,yes
582,34,blue-collar,single,secondary,no,1759,no,yes,25,jul,695,1,-1,unknown,yes
590,51,blue-collar,married,primary,no,0,yes,yes,25,jul,946,3,-1,unknown,yes
592,30,management,married,tertiary,no,1221,yes,no,25,jul,279,4,-1,unknown,yes
595,35,technician,married,tertiary,no,1629,no,no,25,jul,653,4,-1,unknown,yes
599,48,housemaid,married,secondary,no,513,no,yes,28,jul,939,3,-1,unknown,yes
601,27,technician,single,secondary,no,3933,no,no,28,jul,837,3,-1,unknown,yes
602,55,technician,married,secondary,no,3899,yes,no,28,jul,596,4,-1,unknown,yes
603,40,services,married,secondary,no,473,yes,no,28,jul,383,3,-1,unknown,yes
606,54,retired,single,secondary,no,129,no,yes,28,jul,867,2,-1,unknown,yes
607,54,technician,married,secondary,no,1938,no,yes,28,jul,551,3,-1,unknown,yes
608,50,admin.,single,secondary,no,133,no,no,28,jul,890,4,-1,unknown,yes
609,48,management,divorced,tertiary,no,2263,no,no,29,jul,874,2,-1,unknown,yes
611,51,blue-collar,divorced,primary,no,5,no,no,29,jul,600,2,-1,unknown,yes
614,47,unemployed,married,secondary,no,312,no,no,29,jul,884,1,-1,unknown,yes
616,41,blue-collar,married,secondary,no,-190,no,yes,29,jul,808,3,-1,unknown,yes
617,50,admin.,married,secondary,no,2678,no,no,30,jul,1011,6,-1,unknown,yes
619,44,blue-collar,married,secondary,no,0,no,no,30,jul,684,2,-1,unknown,yes
620,36,services,married,secondary,no,0,no,no,30,jul,843,2,-1,unknown,yes
621,58,management,divorced,secondary,no,3161,no,no,30,jul,542,2,-1,unknown,yes
622,44,unemployed,single,primary,yes,-4,no,yes,30,jul,788,2,-1,unknown,yes
624,55,management,married,tertiary,no,-375,no,no,30,jul,814,2,-1,unknown,yes
625,52,unemployed,married,primary,no,959,no,no,30,jul,694,2,-1,unknown,yes
626,60,retired,divorced,secondary,no,1091,no,no,30,jul,441,5,-1,unknown,yes
628,36,management,married,tertiary,no,96,no,no,30,jul,729,4,-1,unknown,yes
629,41,blue-collar,divorced,primary,no,0,no,no,30,jul,509,2,-1,unknown,yes
632,54,technician,married,secondary,no,114,no,no,30,jul,458,3,-1,unknown,yes
634,59,retired,divorced,secondary,no,679,no,no,30,jul,761,4,-1,unknown,yes
636,27,management,single,tertiary,no,1,yes,no,30,jul,764,4,-1,unknown,yes
637,59,housemaid,divorced,primary,no,2518,no,no,30,jul,675,3,-1,unknown,yes
639,39,technician,single,secondary,no,391,no,yes,30,jul,962,4,-1,unknown,yes
640,33,unemployed,married,secondary,no,-144,no,no,30,jul,481,3,-1,unknown,yes
641,36,self-employed,single,tertiary,no,1240,no,no,31,jul,812,3,-1,unknown,yes
642,35,blue-collar,divorced,primary,no,1792,yes,no,31,jul,630,6,-1,unknown,yes
645,51,unemployed,divorced,tertiary,no,0,no,no,31,jul,574,2,-1,unknown,yes
646,48,entrepreneur,married,tertiary,yes,-392,no,no,31,jul,725,4,-1,unknown,yes
647,55,housemaid,divorced,primary,no,77,no,no,31,jul,463,6,-1,unknown,yes
649,53,blue-collar,married,primary,no,252,no,no,31,jul,727,4,-1,unknown,yes
651,44,technician,married,primary,no,755,no,yes,31,jul,829,4,-1,unknown,yes
655,49,services,married,secondary,no,388,no,no,31,jul,1032,4,-1,unknown,yes
656,38,technician,married,secondary,no,1919,no,no,4,aug,846,1,-1,unknown,yes
657,51,housemaid,divorced,tertiary,no,1613,no,no,4,aug,870,1,-1,unknown,yes
661,60,management,divorced,secondary,no,0,no,no,5,aug,603,3,-1,unknown,yes
662,57,retired,married,secondary,no,466,no,no,5,aug,641,2,-1,unknown,yes
663,41,technician,married,tertiary,no,515,no,no,5,aug,837,2,-1,unknown,yes
664,50,technician,married,tertiary,no,2313,no,no,5,aug,553,1,-1,unknown,yes
665,53,blue-collar,married,secondary,no,-8,no,no,5,aug,794,1,-1,unknown,yes
666,59,retired,married,primary,no,1634,yes,yes,5,aug,836,1,-1,unknown,yes
670,59,retired,married,primary,no,3400,yes,no,5,aug,515,3,-1,unknown,yes
671,49,technician,single,secondary,no,1377,no,no,5,aug,935,1,-1,unknown,yes
674,42,technician,married,tertiary,no,921,no,no,5,aug,531,3,-1,unknown,yes
675,52,services,married,secondary,no,1000,no,no,5,aug,766,2,-1,unknown,yes
677,55,technician,married,tertiary,no,169,no,yes,5,aug,618,2,-1,unknown,yes
678,49,technician,married,tertiary,no,3726,no,no,5,aug,875,2,-1,unknown,yes
679,56,technician,divorced,secondary,no,146,yes,no,5,aug,419,3,-1,unknown,yes
682,61,retired,married,secondary,no,77,no,no,6,aug,455,4,-1,unknown,yes
683,45,admin.,married,secondary,no,925,no,no,6,aug,406,2,-1,unknown,yes
684,39,management,married,tertiary,no,1836,no,no,6,aug,902,3,-1,unknown,yes
685,46,admin.,married,secondary,no,660,no,no,6,aug,740,2,-1,unknown,yes
686,43,management,single,tertiary,no,1304,no,no,6,aug,501,2,-1,unknown,yes
687,34,services,married,secondary,no,2956,no,no,6,aug,835,2,-1,unknown,yes
688,35,management,divorced,tertiary,no,146,no,no,6,aug,720,2,-1,unknown,yes
689,36,management,divorced,tertiary,yes,36,no,no,6,aug,836,4,-1,unknown,yes
690,45,management,divorced,tertiary,no,1,no,no,6,aug,490,2,-1,unknown,yes
691,47,technician,married,secondary,no,2480,no,no,6,aug,763,2,-1,unknown,yes
693,40,management,single,tertiary,no,0,no,no,6,aug,641,6,-1,unknown,yes
694,40,technician,divorced,secondary,no,311,no,no,6,aug,738,2,-1,unknown,yes
696,33,technician,single,secondary,no,3059,no,yes,6,aug,482,2,-1,unknown,yes
698,46,blue-collar,married,primary,no,874,no,no,6,aug,996,1,-1,unknown,yes
702,39,technician,single,secondary,no,1104,no,no,7,aug,395,2,-1,unknown,yes
703,47,admin.,married,secondary,no,3070,no,no,7,aug,663,4,-1,unknown,yes
704,40,technician,divorced,secondary,no,0,no,no,7,aug,674,2,-1,unknown,yes
706,60,management,married,tertiary,no,0,no,no,7,aug,401,3,-1,unknown,yes
709,41,self-employed,married,tertiary,no,231,no,no,7,aug,352,2,-1,unknown,yes
710,50,technician,married,secondary,no,3176,no,no,7,aug,670,1,-1,unknown,yes
711,46,technician,divorced,secondary,no,-824,yes,no,7,aug,429,3,-1,unknown,yes
713,36,technician,single,secondary,no,651,no,no,7,aug,876,1,-1,unknown,yes
714,45,technician,divorced,secondary,no,2657,no,no,7,aug,895,3,-1,unknown,yes
715,33,technician,divorced,secondary,no,801,no,no,7,aug,341,5,-1,unknown,yes
716,47,services,married,secondary,no,405,no,yes,8,aug,994,2,-1,unknown,yes
717,35,management,married,tertiary,no,82,no,no,8,aug,507,4,-1,unknown,yes
718,38,management,married,tertiary,no,179,no,no,8,aug,317,4,-1,unknown,yes
719,33,management,married,tertiary,no,1047,no,no,8,aug,512,4,-1,unknown,yes
721,31,management,single,tertiary,no,165,no,yes,8,aug,523,2,-1,unknown,yes
722,31,management,single,tertiary,no,37,no,no,8,aug,669,2,-1,unknown,yes
723,49,services,married,secondary,no,823,no,no,8,aug,780,4,-1,unknown,yes
724,52,services,married,primary,no,1625,no,no,8,aug,459,2,-1,unknown,yes
725,31,technician,married,tertiary,no,120,no,no,8,aug,1000,1,-1,unknown,yes
726,35,management,married,tertiary,no,2957,yes,yes,8,aug,733,3,-1,unknown,yes
727,31,management,single,tertiary,no,2,no,no,8,aug,848,1,-1,unknown,yes
731,48,blue-collar,married,primary,no,476,no,no,11,aug,856,3,-1,unknown,yes
732,36,management,married,tertiary,no,9,no,no,11,aug,386,4,-1,unknown,yes
733,30,management,married,tertiary,no,131,yes,no,11,aug,384,6,-1,unknown,yes
735,57,housemaid,married,primary,no,2785,no,no,11,aug,610,4,-1,unknown,yes
737,35,management,married,tertiary,no,43,no,no,11,aug,917,4,-1,unknown,yes
738,53,management,married,tertiary,no,0,no,no,11,aug,608,2,-1,unknown,yes
739,41,management,married,secondary,no,456,yes,no,11,aug,734,4,-1,unknown,yes
742,35,technician,single,secondary,no,354,no,no,11,aug,444,3,-1,unknown,yes
743,48,blue-collar,married,primary,no,719,no,yes,11,aug,418,5,-1,unknown,yes
745,47,blue-collar,married,secondary,no,2787,no,no,11,aug,479,1,-1,unknown,yes
746,46,unemployed,married,secondary,no,2551,no,no,12,aug,645,2,-1,unknown,yes
747,60,retired,married,secondary,no,2722,no,no,12,aug,506,2,-1,unknown,yes
748,39,management,married,secondary,no,1880,no,no,12,aug,768,2,-1,unknown,yes
750,36,unemployed,divorced,secondary,no,871,no,no,12,aug,396,3,-1,unknown,yes
751,30,management,married,secondary,no,850,no,no,12,aug,507,2,-1,unknown,yes
752,33,technician,married,secondary,no,3243,no,no,12,aug,439,4,-1,unknown,yes
754,36,technician,single,secondary,yes,12,no,no,12,aug,587,2,-1,unknown,yes
755,49,blue-collar,married,primary,no,128,no,no,12,aug,696,2,-1,unknown,yes
757,40,unemployed,divorced,secondary,no,1694,no,no,12,aug,473,6,-1,unknown,yes
758,49,blue-collar,married,primary,no,408,no,no,12,aug,559,4,-1,unknown,yes
760,31,management,single,tertiary,no,1858,no,no,12,aug,453,3,-1,unknown,yes
765,37,technician,single,secondary,no,3665,no,no,12,aug,664,3,-1,unknown,yes
769,54,retired,married,primary,no,309,no,no,13,aug,969,2,-1,unknown,yes
770,35,technician,married,secondary,no,-180,no,yes,13,aug,823,2,-1,unknown,yes
772,36,management,divorced,tertiary,no,59,no,no,13,aug,526,2,-1,unknown,yes
776,58,retired,married,tertiary,no,0,no,no,13,aug,641,4,-1,unknown,yes
777,52,technician,divorced,secondary,no,152,no,no,13,aug,404,6,-1,unknown,yes
779,40,management,married,tertiary,no,66,no,no,13,aug,737,4,-1,unknown,yes
782,43,management,married,tertiary,no,2383,no,no,13,aug,379,6,-1,unknown,yes
784,34,technician,single,secondary,no,16,no,no,13,aug,990,1,-1,unknown,yes
785,48,admin.,divorced,secondary,no,362,no,no,13,aug,529,1,-1,unknown,yes
787,37,management,single,tertiary,no,455,yes,no,13,aug,904,6,-1,unknown,yes
788,57,technician,divorced,secondary,no,3043,no,no,14,aug,707,2,-1,unknown,yes
789,55,retired,married,primary,no,3334,no,no,14,aug,632,4,-1,unknown,yes
791,44,entrepreneur,married,tertiary,no,624,no,no,14,aug,552,2,-1,unknown,yes
792,35,management,single,tertiary,no,331,no,no,14,aug,857,2,-1,unknown,yes
793,34,housemaid,married,primary,no,2929,no,no,14,aug,518,2,-1,unknown,yes
798,50,management,single,tertiary,no,1200,no,no,14,aug,904,3,-1,unknown,yes
800,45,technician,single,tertiary,no,0,no,no,18,aug,773,4,-1,unknown,yes
801,52,management,married,tertiary,no,576,no,no,18,aug,762,3,-1,unknown,yes
802,60,blue-collar,married,primary,no,493,no,no,18,aug,671,4,-1,unknown,yes
803,47,management,married,tertiary,no,682,no,no,18,aug,638,6,-1,unknown,yes
804,32,technician,single,secondary,no,0,no,no,18,aug,594,4,-1,unknown,yes
805,55,blue-collar,married,primary,no,3485,no,no,18,aug,625,4,-1,unknown,yes
807,46,technician,married,secondary,no,1353,no,no,18,aug,528,5,-1,unknown,yes
808,55,management,divorced,tertiary,no,0,no,no,18,aug,309,4,-1,unknown,yes
813,61,management,married,secondary,no,985,no,no,18,aug,998,6,-1,unknown,yes
814,58,retired,married,primary,no,1241,no,no,18,aug,194,2,-1,unknown,yes
817,43,management,single,tertiary,no,483,no,no,19,aug,950,6,-1,unknown,yes
819,33,self-employed,single,tertiary,no,61,no,no,19,aug,836,3,-1,unknown,yes
820,33,management,married,tertiary,no,1412,yes,no,19,aug,480,1,-1,unknown,yes
821,53,management,married,tertiary,no,15,no,no,20,aug,921,2,-1,unknown,yes
822,40,admin.,single,tertiary,no,27,no,no,20,aug,467,2,-1,unknown,yes
823,44,self-employed,married,tertiary,no,1196,no,no,20,aug,552,5,-1,unknown,yes
824,42,technician,divorced,secondary,no,19,no,no,20,aug,875,4,-1,unknown,yes
825,33,management,single,tertiary,no,432,no,no,20,aug,588,6,-1,unknown,yes
827,60,admin.,married,tertiary,no,1614,no,no,20,aug,921,6,-1,unknown,yes
828,33,technician,single,secondary,no,163,yes,no,20,aug,627,2,-1,unknown,yes
829,37,technician,married,tertiary,no,247,no,no,20,aug,625,6,-1,unknown,yes
830,45,admin.,married,secondary,no,236,no,no,20,aug,703,2,-1,unknown,yes
832,56,technician,married,tertiary,no,73,no,no,21,aug,644,4,-1,unknown,yes
833,57,technician,divorced,tertiary,no,96,no,no,21,aug,913,4,-1,unknown,yes
834,32,management,single,tertiary,no,46,no,no,21,aug,788,6,-1,unknown,yes
835,50,services,married,secondary,no,1501,no,no,21,aug,946,4,-1,unknown,yes
838,55,blue-collar,married,secondary,no,196,no,no,21,aug,81,1,-1,unknown,yes
841,32,management,single,tertiary,no,522,no,no,22,aug,576,2,-1,unknown,yes
842,31,self-employed,married,tertiary,no,94,no,no,22,aug,579,2,-1,unknown,yes
843,44,technician,married,secondary,no,267,no,no,22,aug,520,2,-1,unknown,yes
845,53,blue-collar,married,secondary,no,25,no,no,22,aug,528,2,-1,unknown,yes
846,46,management,single,tertiary,no,0,no,no,22,aug,686,2,-1,unknown,yes
847,46,entrepreneur,married,tertiary,no,1920,no,no,22,aug,604,6,-1,unknown,yes
849,51,unemployed,married,secondary,no,234,no,no,22,aug,735,1,-1,unknown,yes
850,57,retired,married,primary,no,3518,yes,no,25,aug,626,3,-1,unknown,yes
852,48,management,single,tertiary,no,830,no,no,25,aug,961,4,-1,unknown,yes
853,33,housemaid,married,primary,no,2054,no,no,25,aug,472,6,-1,unknown,yes
856,32,management,single,tertiary,no,1882,no,no,25,aug,497,5,-1,unknown,yes
860,51,retired,married,tertiary,no,746,no,no,25,aug,372,5,-1,unknown,yes
862,46,admin.,married,secondary,no,22,no,no,26,aug,388,6,-1,unknown,yes
863,41,technician,married,tertiary,no,231,no,no,26,aug,428,2,-1,unknown,yes
865,31,technician,divorced,tertiary,no,0,no,no,27,aug,581,6,-1,unknown,yes
866,37,management,married,tertiary,no,40,no,no,27,aug,1033,4,-1,unknown,yes
867,59,retired,married,secondary,no,2396,no,no,27,aug,1040,6,-1,unknown,yes
872,44,management,married,tertiary,no,1138,no,no,27,aug,523,3,-1,unknown,yes
875,36,technician,married,secondary,no,2473,no,no,28,aug,965,4,-1,unknown,yes
878,39,management,married,tertiary,no,-17,yes,yes,28,aug,908,1,-1,unknown,yes
879,35,technician,single,secondary,no,3490,yes,no,29,aug,643,2,-1,unknown,yes
880,32,management,single,tertiary,no,769,no,no,29,aug,695,2,-1,unknown,yes
881,46,technician,divorced,secondary,no,-90,no,yes,17,oct,270,1,-1,unknown,yes
882,30,self-employed,married,tertiary,no,1785,no,no,17,oct,235,1,-1,unknown,yes
884,47,admin.,divorced,secondary,no,555,yes,yes,17,oct,478,1,-1,unknown,yes
886,43,management,married,tertiary,no,1258,no,no,20,oct,312,1,-1,unknown,yes
887,44,technician,single,secondary,no,1679,no,no,20,oct,718,1,-1,unknown,yes
890,42,admin.,single,secondary,no,-247,yes,yes,21,oct,519,1,166,unknown,yes
891,33,services,married,secondary,no,3444,yes,no,21,oct,144,1,91,failure,yes
893,45,blue-collar,married,secondary,no,1144,yes,no,22,oct,676,1,-1,unknown,yes
894,28,student,single,secondary,no,2351,no,no,22,oct,157,1,-1,unknown,yes
896,28,self-employed,married,secondary,no,123,no,yes,22,oct,313,1,-1,unknown,yes
897,44,admin.,divorced,primary,no,429,yes,no,23,oct,80,1,-1,unknown,yes
899,56,technician,married,secondary,no,589,yes,no,23,oct,518,1,147,success,yes
900,40,technician,divorced,tertiary,no,568,yes,no,24,oct,112,1,-1,unknown,yes
902,50,management,single,tertiary,no,3537,no,no,24,oct,305,1,-1,unknown,yes
903,58,admin.,divorced,secondary,no,1947,no,no,26,oct,228,1,-1,unknown,yes
904,37,admin.,married,secondary,no,1967,no,no,27,oct,376,1,-1,unknown,yes
905,27,entrepreneur,married,secondary,no,2329,no,no,27,oct,131,1,-1,unknown,yes
907,39,admin.,married,secondary,no,1757,no,no,28,oct,125,1,-1,unknown,yes
908,43,management,married,secondary,no,107,yes,yes,28,oct,135,1,-1,unknown,yes
909,34,technician,married,secondary,no,1012,yes,yes,28,oct,540,1,-1,unknown,yes
910,35,management,divorced,tertiary,no,0,yes,no,29,oct,171,1,-1,unknown,yes
911,58,management,divorced,tertiary,no,372,no,yes,29,oct,11,1,-1,unknown,yes
913,42,technician,divorced,secondary,no,314,yes,no,30,oct,234,1,-1,unknown,yes
914,43,retired,married,secondary,no,860,no,no,30,oct,132,1,-1,unknown,yes
915,34,housemaid,married,secondary,no,0,yes,no,30,oct,154,1,-1,unknown,yes
916,35,blue-collar,single,secondary,no,3623,no,no,30,oct,160,1,-1,unknown,yes
917,38,admin.,single,secondary,no,2470,no,no,31,oct,227,1,-1,unknown,yes
918,39,blue-collar,married,secondary,no,1307,yes,no,31,oct,158,1,-1,unknown,yes
919,58,retired,divorced,tertiary,no,3237,no,no,31,oct,615,1,-1,unknown,yes
922,31,management,married,tertiary,no,1331,no,no,5,nov,268,1,-1,unknown,yes
923,37,services,married,secondary,no,1970,yes,no,5,nov,253,1,-1,unknown,yes
924,59,retired,divorced,secondary,no,1026,no,no,5,nov,669,1,-1,unknown,yes
925,49,management,married,secondary,no,249,no,no,6,nov,234,1,-1,unknown,yes
927,31,technician,single,tertiary,no,2807,no,no,8,nov,154,1,-1,unknown,yes
929,43,admin.,married,secondary,no,2271,no,no,10,nov,524,1,-1,unknown,yes
930,48,management,married,tertiary,no,1,no,no,10,nov,248,1,-1,unknown,yes
931,34,management,married,tertiary,no,676,no,no,11,nov,486,1,-1,unknown,yes
932,28,self-employed,single,tertiary,no,160,no,no,11,nov,158,1,-1,unknown,yes
933,34,admin.,married,tertiary,no,899,yes,no,12,nov,114,1,170,failure,yes
934,47,blue-collar,married,secondary,no,1230,yes,no,12,nov,378,1,-1,unknown,yes
935,59,housemaid,married,tertiary,no,0,no,no,13,nov,494,1,-1,unknown,yes
936,32,blue-collar,single,tertiary,no,700,no,no,13,nov,90,1,-1,unknown,yes
937,31,entrepreneur,single,secondary,no,0,no,no,13,nov,160,1,-1,unknown,yes
938,27,student,single,secondary,no,67,no,no,14,nov,239,1,-1,unknown,yes
939,35,unemployed,single,secondary,no,127,yes,no,14,nov,162,1,-1,unknown,yes
940,32,blue-collar,married,secondary,no,2089,yes,no,14,nov,132,1,-1,unknown,yes
943,30,technician,single,secondary,no,816,yes,no,14,nov,179,1,-1,unknown,yes
946,57,blue-collar,married,secondary,no,1540,yes,no,17,nov,564,1,-1,unknown,yes
948,54,unemployed,single,secondary,no,380,no,no,17,nov,696,2,-1,unknown,yes
949,55,retired,married,secondary,no,1504,yes,yes,17,nov,761,1,-1,unknown,yes
